DOMINIO,UBIGEO,CONGLOME,VIVIENDA,HOGAR,TrabajaPerú,FACTOR07,TuvoTrabajo,Educacion,Sexo,Edad,Situación de Vulnerabilidad
Costa Norte,200501,019295,120,11,0,420.560729980469,0,Superior No Universitaria Incompleta,Mujer,36,Vulnerable No Pobre
Costa Norte,200501,019295,120,11,0,420.560729980469,1,Secundaria Incompleta,Hombre,38,Vulnerable No Pobre
Costa Norte,200501,019301,003,11,0,450.152923583984,1,Secundaria Incompleta,Mujer,32,Vulnerable No Pobre
Costa Norte,200501,019301,003,11,0,450.152923583984,1,Secundaria Completa,Hombre,24,Vulnerable No Pobre
Costa Norte,200501,019301,023,11,0,450.152923583984,1,Superior No Universitaria Incompleta,Hombre,44,Vulnerable No Pobre
Costa Norte,200501,019301,023,11,0,450.152923583984,0,Secundaria Completa,Mujer,25,Vulnerable No Pobre
Costa Norte,200501,019301,042,11,0,450.152923583984,0,Primaria Completa,Mujer,32,Vulnerable No Pobre
Costa Norte,200501,019301,042,11,0,450.152923583984,1,Primaria Incompleta,Hombre,34,Vulnerable No Pobre
Costa Norte,200501,019301,062,11,0,450.152923583984,1,Secundaria Completa,Hombre,38,Vulnerable No Pobre
Costa Norte,200501,019301,062,11,0,450.152923583984,1,Primaria Incompleta,Mujer,44,Vulnerable No Pobre
Costa Norte,200501,019301,062,11,0,450.152923583984,1,Secundaria Completa,Hombre,18,Vulnerable No Pobre
Costa Norte,200501,019301,083,11,0,450.152923583984,0,Primaria Completa,Mujer,46,Pobre No Extremo
Costa Norte,200501,019301,083,11,0,450.152923583984,1,Primaria Completa,Hombre,49,Pobre No Extremo
Costa Norte,200501,019301,083,11,0,450.152923583984,1,Secundaria Completa,Hombre,18,Pobre No Extremo
Costa Norte,200501,019301,102,11,0,450.152923583984,0,Secundaria Incompleta,Mujer,37,Vulnerable No Pobre
Costa Norte,200501,019301,102,11,0,450.152923583984,1,Secundaria Incompleta,Hombre,38,Vulnerable No Pobre
Costa Norte,200501,019306,053,11,0,438.287170410156,1,Secundaria Incompleta,Hombre,58,Vulnerable No Pobre
Costa Norte,200501,019306,053,11,0,438.287170410156,1,Primaria Incompleta,Mujer,57,Vulnerable No Pobre
Costa Norte,200501,019306,053,11,0,438.287170410156,1,Superior No Universitaria Incompleta,Hombre,34,Vulnerable No Pobre
Costa Norte,200501,019306,053,11,0,438.287170410156,1,Superior Universitaria Completa,Mujer,25,Vulnerable No Pobre
Costa Norte,200501,019306,053,11,0,438.287170410156,1,Superior No Universitaria Completa,Hombre,23,Vulnerable No Pobre
Costa Norte,200501,019306,053,11,0,438.287170410156,0,Superior No Universitaria Incompleta,Mujer,20,Vulnerable No Pobre
Costa Norte,200501,019306,053,11,0,438.287170410156,1,Secundaria Incompleta,Mujer,36,Vulnerable No Pobre
Costa Norte,200501,019312,023,11,0,448.992218017578,1,Secundaria Completa,Hombre,58,Vulnerable No Pobre
Costa Norte,200501,019312,023,11,0,448.992218017578,1,Secundaria Incompleta,Mujer,63,Vulnerable No Pobre
Costa Norte,200501,019312,023,11,0,448.992218017578,0,Secundaria Completa,Mujer,25,Vulnerable No Pobre
Costa Norte,200501,019312,039,11,0,448.992218017578,1,Primaria Completa,Hombre,59,Vulnerable No Pobre
Costa Norte,200501,019312,039,11,0,448.992218017578,0,Sin Nivel,Mujer,66,Vulnerable No Pobre
Costa Norte,200501,019312,039,11,0,448.992218017578,1,Superior Universitaria Incompleta,Mujer,24,Vulnerable No Pobre
Costa Norte,200501,019312,054,11,0,448.992218017578,0,Secundaria Completa,Mujer,34,Pobre No Extremo
Costa Norte,200501,019312,085,11,0,448.992218017578,1,Superior No Universitaria Incompleta,Hombre,43,Vulnerable No Pobre
Costa Norte,200501,019312,085,11,0,448.992218017578,0,Superior No Universitaria Completa,Mujer,39,Vulnerable No Pobre
Costa Norte,200501,019312,085,11,0,448.992218017578,1,Secundaria Completa,Hombre,18,Vulnerable No Pobre
Costa Norte,200501,019312,100,11,0,448.992218017578,0,Secundaria Incompleta,Mujer,39,Vulnerable No Pobre
Costa Norte,200501,019312,100,11,0,448.992218017578,1,Primaria Completa,Hombre,42,Vulnerable No Pobre
Costa Norte,200501,019339,098,11,0,88.5900573730469,1,Secundaria Incompleta,Hombre,43,Vulnerable No Pobre
Costa Norte,200501,019339,098,11,0,88.5900573730469,1,Secundaria Completa,Mujer,37,Vulnerable No Pobre
Costa Norte,200501,019339,098,11,0,88.5900573730469,0,Primaria Completa,Mujer,86,Vulnerable No Pobre
Costa Norte,200501,019364,107,11,0,438.287170410156,1,Primaria Incompleta,Hombre,49,Vulnerable No Pobre
Costa Norte,200501,019364,107,11,0,438.287170410156,1,Primaria Completa,Mujer,52,Vulnerable No Pobre
Costa Norte,200501,019364,107,11,0,438.287170410156,0,Superior No Universitaria Completa,Hombre,27,Vulnerable No Pobre
Costa Norte,200501,019364,107,11,0,438.287170410156,1,Superior No Universitaria Completa,Mujer,30,Vulnerable No Pobre
Costa Norte,200501,019371,004,11,0,450.152923583984,1,Secundaria Incompleta,Mujer,47,Pobre No Extremo
Costa Norte,200501,019371,004,11,0,450.152923583984,1,Secundaria Completa,Hombre,23,Pobre No Extremo
Costa Norte,200501,019371,004,11,0,450.152923583984,1,Secundaria Completa,Mujer,18,Pobre No Extremo
Costa Norte,200501,019371,090,11,0,450.152923583984,1,Primaria Completa,Hombre,48,Vulnerable No Pobre
Costa Norte,200501,019371,090,11,0,450.152923583984,0,Primaria Completa,Mujer,40,Vulnerable No Pobre
Costa Norte,200501,019371,108,11,0,450.152923583984,1,Secundaria Incompleta,Mujer,43,Vulnerable No Pobre
Costa Norte,200501,019378,036,11,0,450.152923583984,1,Secundaria Incompleta,Hombre,48,Pobre No Extremo
Costa Norte,200501,019378,036,11,0,450.152923583984,0,Superior No Universitaria Completa,Mujer,46,Pobre No Extremo
Costa Norte,200501,019378,036,11,0,450.152923583984,0,Superior Universitaria Incompleta,Mujer,19,Pobre No Extremo
Costa Norte,200501,019378,036,11,0,450.152923583984,1,Secundaria Completa,Hombre,18,Pobre No Extremo
Costa Norte,200501,019378,074,11,0,450.152923583984,1,Secundaria Incompleta,Hombre,48,Pobre No Extremo
Costa Norte,200501,019378,074,11,0,450.152923583984,0,Secundaria Incompleta,Mujer,41,Pobre No Extremo
Costa Norte,200501,019378,074,11,0,450.152923583984,0,Superior Universitaria Incompleta,Mujer,19,Pobre No Extremo
Costa Norte,200501,019378,113,11,0,450.152923583984,1,Primaria Incompleta,Mujer,38,Pobre No Extremo
Costa Norte,200501,019378,132,11,0,450.152923583984,1,Secundaria Completa,Hombre,35,Pobre No Extremo
Costa Norte,200501,019378,132,11,0,450.152923583984,0,Secundaria Incompleta,Mujer,36,Pobre No Extremo
Costa Norte,200501,020519,006,11,0,461.202239990234,1,Secundaria Completa,Hombre,29,Vulnerable No Pobre
Costa Norte,200501,020519,006,11,0,461.202239990234,0,Secundaria Incompleta,Mujer,32,Vulnerable No Pobre
Costa Norte,200501,020519,021,11,0,461.202239990234,0,Primaria Incompleta,Hombre,49,Vulnerable No Pobre
Costa Norte,200501,020519,021,11,0,461.202239990234,0,Primaria Incompleta,Mujer,43,Vulnerable No Pobre
Costa Norte,200501,020689,106,11,0,132.955825805664,1,Primaria Incompleta,Hombre,61,Vulnerable No Pobre
Costa Norte,200501,020689,106,11,0,132.955825805664,1,Secundaria Incompleta,Mujer,57,Vulnerable No Pobre
Costa Norte,200501,020689,106,11,0,132.955825805664,1,Secundaria Incompleta,Mujer,36,Vulnerable No Pobre
Costa Norte,200501,020689,106,11,0,132.955825805664,0,Superior No Universitaria Incompleta,Mujer,22,Vulnerable No Pobre
Costa Norte,200501,020689,106,11,0,132.955825805664,1,Superior No Universitaria Incompleta,Hombre,21,Vulnerable No Pobre
Costa Norte,200501,020689,106,11,0,132.955825805664,0,Secundaria Completa,Mujer,19,Vulnerable No Pobre
Costa Norte,200501,020689,106,11,0,132.955825805664,0,Superior No Universitaria Incompleta,Mujer,20,Vulnerable No Pobre
Costa Norte,200504,019273,065,11,0,448.992218017578,1,Sin Nivel,Hombre,65,Pobre No Extremo
Costa Norte,200504,019273,065,11,0,448.992218017578,1,Sin Nivel,Mujer,66,Pobre No Extremo
Costa Norte,200504,019273,097,11,0,448.992218017578,1,Primaria Incompleta,Hombre,48,Pobre No Extremo
Costa Norte,200504,019273,097,11,0,448.992218017578,1,Secundaria Completa,Mujer,39,Pobre No Extremo
Costa Norte,200504,019273,097,11,0,448.992218017578,1,Superior No Universitaria Completa,Hombre,21,Pobre No Extremo
Costa Norte,200504,019273,097,11,0,448.992218017578,1,Secundaria Completa,Mujer,18,Pobre No Extremo
Costa Norte,200504,019273,133,11,0,448.992218017578,0,Secundaria Incompleta,Mujer,31,Pobre No Extremo
Costa Norte,200504,019273,133,11,0,448.992218017578,1,Secundaria Completa,Hombre,31,Pobre No Extremo
Costa Norte,200504,019361,014,11,0,448.992218017578,1,Primaria Completa,Hombre,56,Pobre No Extremo
Costa Norte,200504,019361,014,11,0,448.992218017578,1,Primaria Completa,Mujer,52,Pobre No Extremo
Costa Norte,200504,019361,038,11,0,448.992218017578,1,Secundaria Completa,Mujer,30,Pobre No Extremo
Costa Norte,200504,019361,062,11,0,448.992218017578,1,Primaria Incompleta,Hombre,61,Vulnerable No Pobre
Costa Norte,200504,019361,062,11,0,448.992218017578,0,Primaria Incompleta,Mujer,57,Vulnerable No Pobre
Costa Norte,200504,019361,062,11,0,448.992218017578,1,Secundaria Incompleta,Hombre,35,Vulnerable No Pobre
Costa Norte,200505,019262,049,11,0,420.560729980469,1,Secundaria Incompleta,Hombre,41,Pobre No Extremo
Costa Norte,200505,019262,049,11,0,420.560729980469,0,Primaria Completa,Mujer,42,Pobre No Extremo
Costa Norte,200505,019262,049,11,0,420.560729980469,0,Primaria Completa,Mujer,18,Pobre No Extremo
Costa Norte,200505,019262,145,11,0,420.560729980469,1,Secundaria Completa,Hombre,45,Vulnerable No Pobre
Costa Norte,200505,019262,145,11,0,420.560729980469,1,Secundaria Completa,Mujer,43,Vulnerable No Pobre
Costa Norte,200505,019262,145,11,0,420.560729980469,1,Superior Universitaria Incompleta,Mujer,24,Vulnerable No Pobre
Costa Norte,200505,019262,145,11,0,420.560729980469,0,Secundaria Completa,Mujer,18,Vulnerable No Pobre
Costa Norte,200505,019262,167,11,0,420.560729980469,1,Secundaria Incompleta,Hombre,43,Pobre No Extremo
Costa Norte,200505,019262,167,11,0,420.560729980469,0,Secundaria Completa,Mujer,36,Pobre No Extremo
Costa Norte,200505,019262,167,11,0,420.560729980469,0,Secundaria Completa,Mujer,18,Pobre No Extremo
Costa Norte,200506,019261,011,11,0,450.152923583984,1,Primaria Incompleta,Hombre,60,Pobre No Extremo
Costa Norte,200506,019261,011,11,0,450.152923583984,1,Sin Nivel,Hombre,52,Pobre No Extremo
Costa Norte,200506,019261,011,11,0,450.152923583984,1,Sin Nivel,Hombre,48,Pobre No Extremo
Costa Norte,200506,019261,011,11,0,450.152923583984,0,Primaria Incompleta,Mujer,44,Pobre No Extremo
Costa Norte,200506,019261,035,11,0,450.152923583984,1,Secundaria Completa,Hombre,41,Pobre No Extremo
Costa Norte,200506,019261,035,11,0,450.152923583984,0,Secundaria Completa,Mujer,33,Pobre No Extremo
Costa Norte,200506,019261,071,11,0,450.152923583984,0,Secundaria Completa,Hombre,46,Pobre No Extremo
Costa Norte,200506,019261,071,11,0,450.152923583984,1,Superior No Universitaria Completa,Mujer,38,Pobre No Extremo
Costa Norte,200506,019261,109,11,0,450.152923583984,0,Secundaria Incompleta,Mujer,39,Pobre No Extremo
Costa Norte,200506,019261,109,11,0,450.152923583984,1,Superior No Universitaria Incompleta,Hombre,43,Pobre No Extremo
Costa Norte,200507,019308,028,11,0,448.992218017578,0,Primaria Incompleta,Hombre,70,Vulnerable No Pobre
Costa Norte,200507,019308,028,11,0,448.992218017578,0,Sin Nivel,Mujer,67,Vulnerable No Pobre
Costa Norte,200507,019308,028,11,0,448.992218017578,1,Superior Universitaria Incompleta,Hombre,29,Vulnerable No Pobre
Costa Norte,200507,019308,047,11,0,448.992218017578,1,Primaria Completa,Hombre,61,Vulnerable No Pobre
Costa Norte,200507,019308,047,11,0,448.992218017578,0,Primaria Completa,Mujer,55,Vulnerable No Pobre
Costa Norte,200507,019308,047,11,0,448.992218017578,1,Superior No Universitaria Completa,Hombre,29,Vulnerable No Pobre
Costa Norte,200507,019308,047,11,0,448.992218017578,1,Superior No Universitaria Incompleta,Hombre,22,Vulnerable No Pobre
Costa Norte,200507,019308,085,11,0,448.992218017578,0,Primaria Incompleta,Hombre,78,Vulnerable No Pobre
Costa Norte,200507,019308,104,11,0,448.992218017578,1,Secundaria Incompleta,Hombre,38,Vulnerable No Pobre
Costa Norte,200507,019308,104,11,0,448.992218017578,1,Secundaria Incompleta,Mujer,37,Vulnerable No Pobre
Costa Norte,200601,019250,027,11,0,438.287170410156,1,Secundaria Completa,Hombre,36,Pobre No Extremo
Costa Norte,200601,019250,027,11,0,438.287170410156,0,Secundaria Completa,Mujer,35,Pobre No Extremo
Costa Norte,200601,019254,020,11,0,420.560729980469,1,Secundaria Completa,Hombre,47,Vulnerable No Pobre
Costa Norte,200601,019254,020,11,0,420.560729980469,1,Primaria Completa,Mujer,42,Vulnerable No Pobre
Costa Norte,200601,019254,045,11,0,420.560729980469,1,Primaria Incompleta,Hombre,52,Vulnerable No Pobre
Costa Norte,200601,019254,045,11,0,420.560729980469,1,Primaria Completa,Mujer,51,Vulnerable No Pobre
Costa Norte,200601,019254,045,11,0,420.560729980469,1,Secundaria Completa,Mujer,24,Vulnerable No Pobre
Costa Norte,200601,019254,086,11,0,420.560729980469,1,Superior No Universitaria Incompleta,Hombre,44,Vulnerable No Pobre
Costa Norte,200601,019254,086,11,0,420.560729980469,0,Superior No Universitaria Incompleta,Mujer,50,Vulnerable No Pobre
Costa Norte,200601,019254,086,11,0,420.560729980469,1,Superior No Universitaria Completa,Hombre,21,Vulnerable No Pobre
Costa Norte,200601,019260,028,11,0,181.83984375,1,Superior No Universitaria Completa,Hombre,34,Pobre No Extremo
Costa Norte,200601,019260,028,11,0,181.83984375,1,Secundaria Completa,Mujer,34,Pobre No Extremo
Costa Norte,200601,019260,028,11,0,181.83984375,1,Sin Nivel,Mujer,69,Pobre No Extremo
Costa Norte,200601,019260,028,11,0,181.83984375,1,Sin Nivel,Mujer,57,Pobre No Extremo
Costa Norte,200601,019260,063,11,0,181.83984375,0,Primaria Incompleta,Hombre,67,Vulnerable No Pobre
Costa Norte,200601,019260,063,11,0,181.83984375,1,Secundaria Incompleta,Mujer,54,Vulnerable No Pobre
Costa Norte,200601,019260,063,11,0,181.83984375,1,Superior No Universitaria Completa,Mujer,30,Vulnerable No Pobre
Costa Norte,200601,019260,101,11,0,181.83984375,1,Primaria Incompleta,Hombre,47,Vulnerable No Pobre
Costa Norte,200601,019260,101,11,0,181.83984375,0,Secundaria Incompleta,Mujer,28,Vulnerable No Pobre
Costa Norte,200601,019278,006,11,0,406.763519287109,1,Primaria Completa,Hombre,63,Pobre No Extremo
Costa Norte,200601,019278,006,11,0,406.763519287109,0,Primaria Incompleta,Mujer,57,Pobre No Extremo
Costa Norte,200601,019278,006,11,0,406.763519287109,1,Secundaria Completa,Mujer,27,Pobre No Extremo
Costa Norte,200601,019278,026,11,0,406.763519287109,1,Superior No Universitaria Incompleta,Hombre,56,Vulnerable No Pobre
Costa Norte,200601,019278,026,11,0,406.763519287109,0,Superior No Universitaria Completa,Mujer,60,Vulnerable No Pobre
Costa Norte,200601,019278,026,11,0,406.763519287109,1,Superior Universitaria Completa,Mujer,28,Vulnerable No Pobre
Costa Norte,200601,019278,026,11,0,406.763519287109,0,Superior Universitaria Incompleta,Mujer,25,Vulnerable No Pobre
Costa Norte,200601,019278,026,11,0,406.763519287109,0,Superior Universitaria Incompleta,Mujer,23,Vulnerable No Pobre
Costa Norte,200601,019282,008,11,0,420.560729980469,1,Superior No Universitaria Incompleta,Hombre,52,Vulnerable No Pobre
Costa Norte,200601,019282,008,11,0,420.560729980469,0,Secundaria Completa,Mujer,46,Vulnerable No Pobre
Costa Norte,200601,019282,008,11,0,420.560729980469,0,Superior Universitaria Incompleta,Mujer,21,Vulnerable No Pobre
Costa Norte,200601,019282,008,11,0,420.560729980469,1,Superior Universitaria Incompleta,Hombre,19,Vulnerable No Pobre
Costa Norte,200601,019282,022,11,0,420.560729980469,1,Primaria Incompleta,Mujer,54,Pobre No Extremo
Costa Norte,200601,019282,022,11,0,420.560729980469,1,Secundaria Incompleta,Hombre,54,Pobre No Extremo
Costa Norte,200601,019282,022,11,0,420.560729980469,0,Secundaria Completa,Hombre,18,Pobre No Extremo
Costa Norte,200601,019282,022,11,0,420.560729980469,1,Secundaria Completa,Hombre,23,Pobre No Extremo
Costa Norte,200601,019286,029,11,0,443.361114501953,1,Secundaria Completa,Hombre,60,Pobre No Extremo
Costa Norte,200601,019286,029,11,0,443.361114501953,1,Superior No Universitaria Completa,Mujer,60,Pobre No Extremo
Costa Norte,200601,019286,068,11,0,443.361114501953,1,Secundaria Completa,Hombre,52,Vulnerable No Pobre
Costa Norte,200601,019286,068,11,0,443.361114501953,1,Primaria Completa,Mujer,48,Vulnerable No Pobre
Costa Norte,200601,019286,068,11,0,443.361114501953,1,Superior Universitaria Completa,Mujer,27,Vulnerable No Pobre
Costa Norte,200601,019286,107,11,0,443.361114501953,1,Secundaria Incompleta,Hombre,31,Pobre No Extremo
Costa Norte,200601,019286,107,11,0,443.361114501953,1,Secundaria Incompleta,Mujer,33,Pobre No Extremo
Costa Norte,200601,019289,001,11,0,448.992218017578,0,Primaria Incompleta,Hombre,79,Pobre No Extremo
Costa Norte,200601,019289,001,11,0,448.992218017578,0,Sin Nivel,Mujer,67,Pobre No Extremo
Costa Norte,200601,019289,001,11,0,448.992218017578,0,Primaria Completa,Hombre,40,Pobre No Extremo
Costa Norte,200601,019289,112,11,0,448.992218017578,1,Superior Universitaria Incompleta,Mujer,36,Pobre No Extremo
Costa Norte,200601,019289,112,11,0,448.992218017578,1,Superior No Universitaria Completa,Mujer,35,Pobre No Extremo
Costa Norte,200601,019289,112,11,0,448.992218017578,0,Primaria Incompleta,Mujer,74,Pobre No Extremo
Costa Norte,200601,019289,112,11,0,448.992218017578,0,Primaria Incompleta,Hombre,72,Pobre No Extremo
Costa Norte,200601,019289,134,11,0,448.992218017578,1,Primaria Incompleta,Mujer,67,Pobre No Extremo
Costa Norte,200601,019289,134,11,0,448.992218017578,1,Primaria Incompleta,Hombre,29,Pobre No Extremo
Costa Norte,200601,019289,134,11,0,448.992218017578,0,Secundaria Completa,Mujer,23,Pobre No Extremo
Costa Norte,200601,019289,134,11,0,448.992218017578,1,Secundaria Incompleta,Hombre,37,Pobre No Extremo
Costa Norte,200601,019296,058,11,0,438.287170410156,0,Secundaria Incompleta,Hombre,76,Vulnerable No Pobre
Costa Norte,200601,019296,058,11,0,438.287170410156,1,Superior No Universitaria Incompleta,Hombre,42,Vulnerable No Pobre
Costa Norte,200601,019296,058,11,0,438.287170410156,0,Superior Universitaria Incompleta,Mujer,42,Vulnerable No Pobre
Costa Norte,200601,019296,058,11,0,438.287170410156,0,Superior No Universitaria Incompleta,Hombre,20,Vulnerable No Pobre
Costa Norte,200601,019296,128,11,0,438.287170410156,1,Secundaria Incompleta,Mujer,63,Vulnerable No Pobre
Costa Norte,200601,019296,128,11,0,438.287170410156,1,Superior No Universitaria Incompleta,Mujer,42,Vulnerable No Pobre
Costa Norte,200601,019296,128,11,0,438.287170410156,1,Secundaria Incompleta,Hombre,42,Vulnerable No Pobre
Costa Norte,200601,019296,128,11,0,438.287170410156,1,Superior No Universitaria Incompleta,Mujer,22,Vulnerable No Pobre
Costa Norte,200601,019307,102,11,0,420.560729980469,1,Secundaria Incompleta,Mujer,53,Pobre No Extremo
Costa Norte,200601,019307,102,11,0,420.560729980469,0,Secundaria Incompleta,Hombre,21,Pobre No Extremo
Costa Norte,200601,019307,102,11,0,420.560729980469,0,Primaria Completa,Mujer,25,Pobre No Extremo
Costa Norte,200601,019319,063,11,0,177.274429321289,1,Secundaria Completa,Hombre,32,Pobre No Extremo
Costa Norte,200601,019319,063,11,0,177.274429321289,0,Secundaria Completa,Mujer,33,Pobre No Extremo
Costa Norte,200601,019319,113,11,0,177.274429321289,1,Sin Nivel,Hombre,81,Vulnerable No Pobre
Costa Norte,200601,019319,113,11,0,177.274429321289,1,Primaria Completa,Mujer,64,Vulnerable No Pobre
Costa Norte,200601,019319,113,11,0,177.274429321289,1,Secundaria Completa,Hombre,20,Vulnerable No Pobre
Costa Norte,200601,019319,113,11,0,177.274429321289,1,Primaria Completa,Hombre,34,Vulnerable No Pobre
Costa Norte,200601,019323,006,11,0,450.152923583984,1,Primaria Incompleta,Hombre,54,Pobre No Extremo
Costa Norte,200601,019323,006,11,0,450.152923583984,1,Superior No Universitaria Completa,Mujer,51,Pobre No Extremo
Costa Norte,200601,019323,020,11,0,450.152923583984,0,Secundaria Completa,Mujer,50,Vulnerable No Pobre
Costa Norte,200601,019323,020,11,0,450.152923583984,1,Superior No Universitaria Completa,Hombre,52,Vulnerable No Pobre
Costa Norte,200601,019323,099,11,0,450.152923583984,1,Secundaria Incompleta,Hombre,47,Vulnerable No Pobre
Costa Norte,200601,019323,099,11,0,450.152923583984,0,Secundaria Incompleta,Mujer,42,Vulnerable No Pobre
Costa Norte,200601,019323,099,11,0,450.152923583984,1,Secundaria Incompleta,Hombre,20,Vulnerable No Pobre
Costa Norte,200601,019330,003,11,0,420.560729980469,1,Superior No Universitaria Incompleta,Hombre,50,Pobre No Extremo
Costa Norte,200601,019330,003,11,0,420.560729980469,1,Superior No Universitaria Incompleta,Mujer,35,Pobre No Extremo
Costa Norte,200601,019330,003,11,0,420.560729980469,0,Primaria Completa,Mujer,74,Pobre No Extremo
Costa Norte,200601,019330,016,11,0,420.560729980469,0,Primaria Completa,Mujer,72,Pobre No Extremo
Costa Norte,200601,019330,016,11,0,420.560729980469,0,Secundaria Completa,Hombre,39,Pobre No Extremo
Costa Norte,200601,019330,016,11,0,420.560729980469,1,Superior No Universitaria Incompleta,Hombre,31,Pobre No Extremo
Costa Norte,200601,019330,025,11,0,420.560729980469,1,Secundaria Completa,Hombre,61,Vulnerable No Pobre
Costa Norte,200601,019330,025,11,0,420.560729980469,1,Superior No Universitaria Incompleta,Mujer,47,Vulnerable No Pobre
Costa Norte,200601,019330,025,11,0,420.560729980469,1,Secundaria Completa,Hombre,27,Vulnerable No Pobre
Costa Norte,200601,019330,025,11,0,420.560729980469,0,Superior Universitaria Incompleta,Mujer,21,Vulnerable No Pobre
Costa Norte,200601,019330,025,11,0,420.560729980469,1,Secundaria Completa,Hombre,19,Vulnerable No Pobre
Costa Norte,200601,019330,150,11,0,420.560729980469,0,Superior No Universitaria Completa,Hombre,33,Vulnerable No Pobre
Costa Norte,200601,019330,150,11,0,420.560729980469,1,Superior No Universitaria Incompleta,Mujer,29,Vulnerable No Pobre
Costa Norte,200601,019342,069,12,0,179.814758300781,1,Secundaria Incompleta,Hombre,51,Vulnerable No Pobre
Costa Norte,200601,019342,069,12,0,179.814758300781,1,Superior No Universitaria Incompleta,Mujer,53,Vulnerable No Pobre
Costa Norte,200601,019342,069,12,0,179.814758300781,1,Secundaria Completa,Hombre,27,Vulnerable No Pobre
Costa Norte,200601,019342,069,12,0,179.814758300781,0,Secundaria Completa,Hombre,26,Vulnerable No Pobre
Costa Norte,200601,019342,069,22,0,179.814758300781,0,Secundaria Completa,Mujer,42,Vulnerable No Pobre
Costa Norte,200601,019342,069,22,0,179.814758300781,1,Secundaria Completa,Mujer,19,Vulnerable No Pobre
Costa Norte,200601,019342,103,11,0,179.814758300781,1,Secundaria Completa,Hombre,54,Vulnerable No Pobre
Costa Norte,200601,019342,103,11,0,179.814758300781,1,Secundaria Completa,Mujer,56,Vulnerable No Pobre
Costa Norte,200601,019342,103,11,0,179.814758300781,0,Superior No Universitaria Incompleta,Hombre,24,Vulnerable No Pobre
Costa Norte,200601,019342,103,11,0,179.814758300781,1,Secundaria Completa,Mujer,21,Vulnerable No Pobre
Costa Norte,200601,019352,011,11,0,181.83984375,1,Secundaria Completa,Mujer,43,Vulnerable No Pobre
Costa Norte,200601,019352,011,11,0,181.83984375,0,Superior No Universitaria Incompleta,Hombre,18,Vulnerable No Pobre
Costa Norte,200601,019352,011,11,0,181.83984375,1,Secundaria Incompleta,Hombre,50,Vulnerable No Pobre
Costa Norte,200601,019352,011,11,0,181.83984375,0,Secundaria Completa,Mujer,64,Vulnerable No Pobre
Costa Norte,200601,019354,011,11,0,174.514099121094,1,Primaria Completa,Hombre,61,Pobre No Extremo
Costa Norte,200601,019354,011,11,0,174.514099121094,1,Primaria Incompleta,Mujer,58,Pobre No Extremo
Costa Norte,200601,019354,011,11,0,174.514099121094,1,Superior No Universitaria Incompleta,Hombre,39,Pobre No Extremo
Costa Norte,200601,019354,011,11,0,174.514099121094,1,Secundaria Completa,Mujer,43,Pobre No Extremo
Costa Norte,200601,019354,011,11,0,174.514099121094,1,Secundaria Completa,Hombre,20,Pobre No Extremo
Costa Norte,200601,019354,011,11,0,174.514099121094,0,Secundaria Completa,Hombre,18,Pobre No Extremo
Costa Norte,200601,019354,121,11,0,174.514099121094,1,Secundaria Completa,Mujer,50,Pobre No Extremo
Costa Norte,200601,019354,121,11,0,174.514099121094,1,Secundaria Completa,Hombre,50,Pobre No Extremo
Costa Norte,200601,019354,121,11,0,174.514099121094,0,Primaria Incompleta,Mujer,86,Pobre No Extremo
Costa Norte,200601,019360,026,11,0,443.361114501953,0,Sin Nivel,Mujer,71,Pobre No Extremo
Costa Norte,200601,019360,026,11,0,443.361114501953,0,Secundaria Completa,Mujer,25,Pobre No Extremo
Costa Norte,200601,019360,093,11,0,443.361114501953,1,Secundaria Incompleta,Hombre,58,Vulnerable No Pobre
Costa Norte,200601,019360,093,11,0,443.361114501953,0,Primaria Incompleta,Mujer,57,Vulnerable No Pobre
Costa Norte,200601,019360,093,11,0,443.361114501953,0,Secundaria Incompleta,Mujer,23,Vulnerable No Pobre
Costa Norte,200601,019360,093,11,0,443.361114501953,1,Secundaria Completa,Hombre,35,Vulnerable No Pobre
Costa Norte,200601,019360,093,11,0,443.361114501953,0,Superior No Universitaria Incompleta,Mujer,19,Vulnerable No Pobre
Costa Norte,200601,019360,137,11,0,443.361114501953,1,Secundaria Completa,Mujer,34,Pobre No Extremo
Costa Norte,200601,019360,137,11,0,443.361114501953,1,Sin Nivel,Mujer,76,Pobre No Extremo
Costa Norte,200601,019368,056,11,0,443.361114501953,1,Primaria Incompleta,Mujer,77,Pobre No Extremo
Costa Norte,200601,019368,056,11,0,443.361114501953,1,Secundaria Completa,Hombre,39,Pobre No Extremo
Costa Norte,200601,019379,014,11,0,413.133056640625,1,Primaria Completa,Hombre,58,Pobre No Extremo
Costa Norte,200601,019379,014,11,0,413.133056640625,1,Superior No Universitaria Incompleta,Mujer,60,Pobre No Extremo
Costa Norte,200601,019379,014,11,0,413.133056640625,1,Superior No Universitaria Incompleta,Hombre,37,Pobre No Extremo
Costa Norte,200601,019379,014,11,0,413.133056640625,1,Superior Universitaria Incompleta,Hombre,32,Pobre No Extremo
Costa Norte,200601,019379,014,11,0,413.133056640625,1,Superior Universitaria Incompleta,Mujer,18,Pobre No Extremo
Costa Norte,200601,019379,032,11,0,413.133056640625,1,Secundaria Completa,Hombre,49,Pobre No Extremo
Costa Norte,200601,019379,032,11,0,413.133056640625,0,Secundaria Completa,Mujer,47,Pobre No Extremo
Costa Norte,200601,019379,032,11,0,413.133056640625,1,Superior No Universitaria Incompleta,Hombre,22,Pobre No Extremo
